1;teste;1575726438;0;0.231032;0
1;teste;1575726438;1;0.124772;0
1;teste;1575726438;0;0.193169;0
1;teste;1575726438;0;0.0992609;0
1;teste;1575726438;0;0.202602;0
1;teste;1575726438;2;0.23545;0
1;teste;1575726438;1;0.25989;0
1;teste;1575726438;0;0.22649;0
1;teste;1575726438;0;0.152034;0
1;teste;1575726438;0;0.26355;0
1;teste;1575726438;3;0.398245;0
1;teste;1575726438;0;0.380637;0
1;teste;1575726438;1;0.213015;0
1;teste;1575726438;1;0.115567;0
1;teste;1575726438;1;0.23225;0
1;teste;1575726438;1;0.264753;0
1;teste;1575726438;2;0.112467;0
1;teste;1575726438;2;0.214763;0
1;teste;1575726438;3;0.227734;0
1;teste;1575726438;1;0.106506;0
1;teste;1575726438;0;0.375567;0
1;teste;1575726439;3;0.208089;0
1;teste;1575726439;4;0.264077;0
1;teste;1575726439;2;0.174337;0
1;teste;1575726439;3;0.263667;0
1;teste;1575726439;5;0.185309;0
1;teste;1575726439;4;0.205706;0
1;teste;1575726439;4;0.208841;0
1;teste;1575726439;2;0.223433;0
1;teste;1575726439;5;0.153633;0
1;teste;1575726439;4;0.17806;0
1;teste;1575726439;2;0.26006;0
1;teste;1575726439;5;0.203687;0
1;teste;1575726439;1;0.406703;0
1;teste;1575726439;0;0.100903;0
1;teste;1575726439;1;0.215321;0
1;teste;1575726439;2;0.122276;0
1;teste;1575726439;6;0.491466;0
1;teste;1575726439;3;0.396976;0
1;teste;1575726439;3;0.156548;0
1;teste;1575726439;6;0.107704;0
1;teste;1575726439;2;0.198685;0
1;teste;1575726439;4;0.130126;0
1;teste;1575726439;6;0.221628;0
1;teste;1575726439;7;0.157167;0
1;teste;1575726439;8;0.22406;0
1;teste;1575726439;3;0.166062;0
1;teste;1575726439;9;0.201111;0
1;teste;1575726439;5;0.177824;0
1;teste;1575726439;10;0.179442;0
1;teste;1575726439;5;0.241466;0
1;teste;1575726439;3;0.254253;0
1;teste;1575726439;7;0.204491;0
1;teste;1575726439;4;0.258211;0
1;teste;1575726439;7;0.184804;0
1;teste;1575726439;6;0.209741;0
1;teste;1575726439;8;0.300283;0
1;teste;1575726439;4;0.104666;0
1;teste;1575726439;9;0.208238;0
1;teste;1575726439;6;0.28648;0
1;teste;1575726439;8;0.235642;0
1;teste;1575726439;5;0.134929;0
1;teste;1575726439;7;0.135303;0
1;teste;1575726439;9;0.203966;0
1;teste;1575726439;8;0.288114;0
1;teste;1575726439;9;0.154273;0
1;teste;1575726439;10;0.151964;0
1;teste;1575726439;5;0.192191;0
1;teste;1575726439;4;0.194497;0
1;teste;1575726439;11;0.230833;0
1;teste;1575726439;2;0.26902;0
1;teste;1575726439;6;0.284431;0
1;teste;1575726439;3;0.20128;0
1;teste;1575726439;4;0.273589;0
1;teste;1575726439;11;0.323709;0
1;teste;1575726439;12;0.107699;0
1;teste;1575726439;10;0.585896;0
1;teste;1575726439;5;0.241169;0
1;teste;1575726439;5;0.236208;0
1;teste;1575726439;10;0.235276;0
1;teste;1575726440;7;0.112958;0
1;teste;1575726440;11;0.229891;0
1;teste;1575726440;6;0.207454;0
1;teste;1575726440;12;0.186604;0
1;teste;1575726440;13;0.152028;0
1;teste;1575726440;8;0.248469;0
1;teste;1575726440;12;0.226758;0
1;teste;1575726440;9;0.226502;0
1;teste;1575726440;14;0.255057;0
1;teste;1575726440;1;0.145281;0
1;teste;1575726440;11;0.476698;0
1;teste;1575726440;10;0.484466;0
1;teste;1575726440;2;0.108298;0
1;teste;1575726440;6;0.379153;0
1;teste;1575726440;12;0.4162;0
1;teste;1575726440;13;0.235428;0
1;teste;1575726440;7;0.359403;0
1;teste;1575726440;11;0.725057;0
1;teste;1575726440;8;1.17758;0
1;teste;1575726440;7;0.498341;0
1;teste;1575726440;3;0.103651;0
1;teste;1575726440;14;0.317657;0
1;teste;1575726440;7;0.172582;0
1;teste;1575726440;13;0.246493;0
1;teste;1575726440;15;0.122068;0
1;teste;1575726440;8;0.266187;0
1;teste;1575726440;12;0.119552;0
1;teste;1575726440;9;0.206353;0
1;teste;1575726440;13;0.194277;0
1;teste;1575726440;8;0.248713;0
1;teste;1575726440;9;0.16555;0
1;teste;1575726440;15;0.487599;0
1;teste;1575726440;9;0.282227;0
1;teste;1575726440;14;1.0396;0
1;teste;1575726440;16;0.506521;0
1;teste;1575726440;10;0.876193;0
1;teste;1575726440;11;0.757475;0
1;teste;1575726440;10;0.797045;0
1;teste;1575726440;4;0.117946;0
1;teste;1575726440;16;0.480258;0
1;teste;1575726440;17;0.419005;0
1;teste;1575726440;6;0.431753;0
1;teste;1575726440;17;0.304496;0
1;teste;1575726440;5;0.363692;0
1;teste;1575726440;7;0.744041;0
1;teste;1575726440;11;0.405258;0
